"state","state_fips_code","county_name","confirmed_cases","deaths","total_pop","male_pop","female_pop","white_pop","black_pop","asian_pop","hispanic_pop","amerindian_pop","other_race_pop","median_income","income_less_50K","income_50K_100K","income_100K_150K","income_150K_more","rent_under_50_percent","rent_over_50_percent","median_age","male_0_20","male_21_49","male_50_above","female_0_20","female_21_49","female_50_above","unemployed_pop","employed_pop","commute","worked_at_home","walked_to_work"
"TX",48,"Washington County",1668,69,34667,17199,17468,22344,5882,612,5372,93,0,55793,5599,4136,1475,995,1834,516,42,5249,5183,7350,4532,5425,7984,979,14897,27982,523,147
"TX",48,"Cameron County",32698,1126,420201,203657,216544,39240,1560,2706,375256,514,150,36095,75993,30980,10125,5090,24973,9797,31.4,77956,73638,56451,75495,77670,68911,13375,153938,287034,3654,2034
"TX",48,"Rockwall County",8222,78,90414,44463,45951,65357,5437,2195,15419,201,41,93269,7517,8894,6800,7154,4395,1321,37.2,14658,16864,14022,13779,17526,15792,2306,44335,79582,2575,213
"TX",48,"Parker County",11314,115,125963,62545,63418,106370,1642,613,14461,622,132,70608,15502,13599,7968,6873,6983,1764,39.6,18146,22048,24316,17324,22485,25455,3417,58626,106716,2960,550
"TX",48,"Angelina County",6765,193,87700,42707,44993,53704,12878,933,18871,60,94,46472,16358,9885,3111,1577,7108,2261,36.8,13521,15235,15408,13142,16121,16863,2971,36164,67476,777,613
"TX",48,"Uvalde County",2733,48,27015,13188,13827,7325,40,275,19158,108,0,40781,5061,2504,728,331,1401,404,33.8,4312,4813,4344,4550,4625,5058,726,11605,21454,333,123
"TX",48,"Gregg County",8451,221,123402,60366,63036,71967,24790,1679,22449,385,138,47970,23747,13287,5415,3166,12964,4663,35.4,19286,22700,20015,17628,23332,23895,2772,55237,102252,1523,1073
"TX",48,"Tyler County",999,19,21456,11726,9730,17081,2313,73,1564,21,62,44396,3976,2157,752,427,530,315,43,2943,4571,4546,2102,3005,5136,709,6746,11772,325,67
"TX",48,"Llano County",805,30,20195,9848,10347,17593,150,77,1983,28,1,50524,4295,2391,1071,924,1438,378,57.1,1801,2491,6174,1650,2352,7177,689,7660,12930,696,190
"TX",48,"Comanche County",1118,36,13492,6710,6782,9504,90,81,3677,62,1,42419,2950,1529,495,133,646,119,44.4,1944,1910,3168,1649,2074,3292,203,5454,9916,206,145
"TX",48,"Hartley County",317,2,5821,3524,2297,3467,490,81,1527,1,48,64427,707,697,262,88,448,73,39.8,675,1826,1077,610,843,939,25,2049,3754,95,46
"TX",48,"Castro County",832,22,7891,3958,3933,2595,54,93,5039,6,10,44643,1399,704,225,134,507,105,34.4,1424,1244,1365,1408,1235,1380,144,3289,5872,128,77
"TX",48,"Runnels County",1085,28,10266,5050,5216,6394,134,109,3474,37,5,41226,2168,978,421,214,776,167,41.1,1327,1684,2185,1393,1651,2413,139,4184,7744,117,109
"TX",48,"Gray County",1773,40,22962,12143,10819,14807,981,162,6412,203,0,48314,4059,2459,1042,411,1134,409,36.7,3400,5033,3985,3316,3588,4270,492,9498,17854,70,135
"TX",48,"Atascosa County",3781,90,48139,24051,24088,16480,353,186,30585,55,12,55194,6911,5167,2228,1203,2573,490,35.4,7697,8975,7995,7410,8654,8506,1319,20208,36320,1165,213
"TX",48,"Lampasas County",913,17,20473,10144,10329,14916,621,226,3935,84,40,54467,3521,2566,989,672,1377,400,41.8,2853,3454,4164,2700,3456,4542,689,8612,16006,239,234
"TX",48,"Harrison County",3575,71,66606,32517,34089,42506,14192,468,8467,209,33,48644,11964,7369,2531,1499,4110,1098,37.7,10105,11311,11796,9575,11941,13492,2128,27603,51150,1022,169
"TX",48,"Aransas County",895,26,24832,12448,12384,16803,390,500,6714,6,26,44601,5077,2460,1104,888,1644,479,49.6,2970,3504,6703,2491,3541,7026,750,10387,17910,683,281
"TX",48,"Ellis County",16403,201,164092,80837,83255,102697,14640,1104,41791,419,156,67371,19305,19224,9234,6962,10835,2793,36,26351,30241,26257,24817,31479,28914,3829,78597,144027,3850,672
"TX",48,"Lamar County",4956,112,49401,23876,25525,37039,6093,437,3689,152,7,42198,10815,5358,1890,1022,4490,1386,40.4,6882,8360,9347,6627,8692,11071,1259,21134,38180,663,491
"TX",48,"Bell County",16512,214,336506,168147,168359,158932,70588,9378,80846,977,325,52583,54335,40330,14152,7580,40412,9021,30.6,56058,73455,41622,52934,70329,48081,12218,135361,281247,5304,3202
"TX",48,"Smith County",15406,309,222277,107355,114922,134122,38746,3497,42128,730,246,50742,38355,22954,9756,6736,18638,5842,36.6,33409,39359,37721,31585,42591,44701,6803,98488,180546,3332,938
"TX",48,"Victoria County",6672,134,91518,44790,46728,41590,5331,971,42139,137,171,55740,14720,9853,5071,3090,8439,2057,35.7,13907,16616,15525,13346,16815,17776,2299,43077,80036,1744,336
"TX",48,"Kaufman County",11450,154,114852,56347,58505,76486,11926,1239,22817,491,166,63926,14211,11628,7004,3682,5905,1691,35.7,18408,21387,17934,17800,22281,19727,3674,53146,98791,1889,260
"TX",48,"Bee County",3082,53,32729,19883,12846,10555,2697,155,19058,151,27,45415,4828,2414,810,479,2177,530,35.2,4431,10327,5474,4067,4351,4739,680,10125,18594,263,259
"TX",48,"Wilson County",2790,41,47205,23703,23502,27225,634,163,18488,85,57,71942,5500,5228,3026,2001,1723,249,40.4,7027,8270,9075,6612,8100,9302,1330,21002,37900,1325,238
"TX",48,"Rusk County",3065,65,53026,27810,25216,34304,9029,243,8559,101,30,49270,9090,5587,2057,1248,2799,724,38.5,7154,11440,9939,7001,8588,10508,1219,20340,38206,654,184
"TX",48,"Presidio County",615,19,7191,3558,3633,979,0,358,5854,0,0,26486,1901,400,281,7,770,90,41.4,1247,1039,1338,1190,1053,1597,264,2426,3516,155,417
"TX",48,"Liberty County",5116,111,79884,39491,40393,52576,7972,454,17488,269,65,48344,13250,7969,3154,1601,4704,1118,35.8,11889,15226,13293,11371,15887,13907,2413,28685,53578,606,278
"TX",48,"Taylor County",13275,263,135371,66258,69113,87366,10018,2612,32219,670,192,49161,24976,15069,6137,3261,14368,4107,32.2,21039,26454,20226,20282,26376,24303,2917,62872,120936,3142,1423
"TX",48,"Bastrop County",4373,57,80306,40845,39461,43147,6219,686,28883,353,368,59185,11035,8389,4428,2163,4231,1003,38.8,12166,14735,15061,11735,13309,15217,2809,33500,60970,1277,450
"TX",48,"Ector County",12222,269,155744,78798,76946,53705,6451,1628,91475,283,238,59528,21587,16462,8096,5330,12798,2830,30.3,27676,32645,19633,25937,30403,21957,5349,72576,136142,1559,1183
"TX",48,"Jeff Davis County",116,1,2236,1070,1166,1361,15,33,810,3,0,46534,520,351,108,28,122,7,55.3,261,200,651,200,357,653,49,911,1526,101,47
"TX",48,"Callahan County",931,28,13660,6650,7010,11862,201,33,1249,8,0,40945,3027,1620,381,263,593,109,43.3,1866,2014,2987,1901,2080,3371,187,5128,9420,272,40
"TX",48,"Mitchell County",535,21,8774,5417,3357,4270,902,33,3446,30,0,52194,1201,892,429,117,468,55,34.6,1033,2999,1468,910,1083,1494,193,2801,5233,94,22
"TX",48,"Andrews County",1606,37,17577,8980,8597,7229,265,37,9737,16,0,70753,2096,1616,920,781,1049,202,31.6,3255,3472,2419,3077,3181,2520,383,8054,15488,204,0
"TX",48,"Haskell County",355,17,5806,3247,2559,3822,182,43,1605,32,11,43529,1211,682,149,86,275,53,43.4,599,1489,1253,548,733,1393,230,2180,3880,61,93
"TX",48,"Robertson County",1069,25,16727,8291,8436,9682,3299,45,3382,41,10,52189,3008,2157,847,286,964,364,41.4,2467,2587,3554,2252,2722,3722,603,7180,12974,242,177
"TX",48,"Hockley County",2049,91,23273,11505,11768,11112,849,45,10921,131,8,49184,4088,2596,890,491,1761,300,33.4,4008,4074,3648,3723,4140,4232,827,10337,19198,248,205
"TX",48,"Bandera County",820,20,21316,10570,10746,16788,213,47,3836,48,16,56413,3737,2654,1135,752,858,142,52,2193,2933,6018,1990,2960,6433,523,8682,15248,644,159
"TX",48,"Starr County",7460,214,63420,30815,32605,403,24,57,62903,9,10,27133,11681,3148,999,492,2545,836,28.8,12189,11660,7403,12179,11936,9536,3772,21423,36590,1067,913
"TX",48,"Bosque County",988,20,17955,8831,9124,14127,246,57,3154,59,0,48677,3586,2231,843,367,1109,231,46.5,2246,2612,4506,2148,2688,4740,406,7475,13054,364,331
"TX",48,"Burleson County",1093,22,17596,8781,8815,11561,2169,59,3537,31,0,52510,3058,2268,743,496,813,210,42.9,2503,2787,3785,2079,2970,4133,557,7697,14286,193,85
"TX",48,"Jones County",2569,35,19969,12658,7311,10940,2892,59,5424,28,43,48601,2874,1763,547,451,933,156,38.6,2047,7142,3729,1889,2297,3421,220,5057,9306,139,135
"TX",48,"Dallam County",466,20,7207,3880,3327,3692,124,63,3157,84,34,45580,1311,802,169,150,762,90,32.1,1483,1414,1034,1031,1378,975,135,3501,6587,79,61
"TX",48,"Bailey County",742,15,7098,3678,3420,2459,108,63,4447,5,0,43523,1350,617,176,87,480,60,35.2,1226,1231,1254,1261,1089,1243,72,3157,4760,263,179
"TX",48,"Pecos County",1313,26,15804,9058,6746,4094,654,66,10822,87,20,50543,2190,1440,612,178,975,120,36.2,2298,4078,2833,2210,2335,2401,233,6103,11305,185,99
"TX",48,"Coleman County",579,20,8422,4282,4140,6512,231,70,1465,64,0,40804,2225,780,240,225,650,151,46.6,999,1377,2145,993,1109,2235,177,3310,6230,81,25
"TX",48,"Lavaca County",1862,62,19859,9596,10263,14750,1312,74,3593,8,3,51708,3719,2274,923,768,1316,157,43.9,2657,2909,4399,2735,2939,5116,263,8843,16574,285,137
"TX",48,"Live Oak County",967,16,12043,6548,5495,6941,293,78,4669,0,0,51480,1719,1113,474,280,307,115,42.3,1405,2728,2571,1354,1697,2632,169,4301,7738,243,75
"TX",48,"Deaf Smith County",2418,60,18947,9499,9448,4914,148,94,13574,51,22,51543,2951,2157,812,198,1446,356,31.8,3557,3415,2695,3192,3448,2971,452,8619,16054,186,29
"TX",48,"Childress County",1292,13,7064,3933,3131,4525,512,102,1536,68,0,40432,1349,670,167,96,746,129,32.8,679,2221,1099,924,1047,1221,138,2515,4782,68,23
"TX",48,"Zapata County",1338,20,14415,7190,7225,753,0,102,13560,0,0,34550,2889,1058,365,145,603,221,29.4,2850,2587,1930,2444,2780,2276,731,5146,9052,97,214
"TX",48,"Hill County",2398,47,35098,17374,17724,25038,2210,102,7017,85,5,45970,6756,3674,1487,757,2153,600,42.5,5133,5354,7544,4687,5622,8198,1293,14579,26252,661,195
"TX",48,"Milam County",1577,19,24479,12194,12285,15408,2063,122,6306,34,10,41768,5383,2678,943,433,1983,420,41.5,3869,3706,5061,3148,3947,5679,551,9527,17738,439,53
"TX",48,"Leon County",875,28,16966,8485,8481,12986,1218,126,2405,99,6,44875,3356,1691,776,422,905,195,44.7,2284,2508,4063,2086,2561,4209,500,6574,11072,321,263
"TX",48,"Shelby County",1278,45,25689,12740,12949,15961,4837,140,4580,40,7,38121,5787,2257,680,494,1502,493,37.4,4073,4344,4701,3736,4379,5302,755,9432,17688,260,158
"TX",48,"Limestone County",1420,34,23480,12071,11409,13905,4140,156,4994,66,50,40356,4808,2145,748,399,1335,364,39.5,3244,4628,4709,3034,3693,5046,1009,8824,16248,315,112
"TX",48,"Jasper County",1965,48,35444,17420,18024,26482,5929,180,2294,53,74,41960,6603,3455,1376,540,1809,336,40.4,4826,6038,7127,4816,5864,7899,1441,12541,22838,230,37
"TX",48,"Hardin County",4080,69,55993,27365,28628,48723,3151,264,3003,139,50,56131,9217,6040,3194,2288,2721,826,39.3,8013,9896,10218,7926,10063,11406,1097,24056,46008,443,221
"TX",48,"Burnet County",2196,34,45017,22234,22783,33365,696,328,9857,276,0,57173,7398,5388,2383,1376,2810,706,44,5742,7089,10203,5619,6895,11123,869,19567,34405,1268,514
"TX",48,"Henderson County",4434,106,79687,38840,40847,62894,5224,528,9668,684,33,44888,16458,9222,3043,1736,4610,1581,43.8,10619,12282,17350,9818,13023,19556,2043,31087,57643,1230,367
"TX",48,"Guadalupe County",9123,128,150889,74611,76278,77499,10668,2497,56319,304,433,66187,18581,18442,9234,5733,9954,1900,36.7,23365,28948,24170,22368,28886,26881,3268,70169,132068,2843,512
"TX",48,"Tarrant County",195518,1798,1983675,971142,1012533,959103,308577,100560,559025,5443,3539,62532,272261,222134,105868,89658,200414,56570,34.2,310804,397838,283017,301525,412210,318941,55237,974947,1787572,41118,11867
"TX",48,"Hays County",14460,130,194843,96973,97870,107718,6784,2503,73608,428,410,62815,27469,21983,10289,8304,16475,7393,31.3,30834,41893,26398,30931,40155,28794,5566,99069,175032,6293,1939
"TX",48,"Caldwell County",2738,55,40544,20563,19981,16661,2458,393,20537,86,0,51346,6271,4216,1629,778,2989,867,35.8,6515,7685,6819,5464,7769,7270,649,18238,32684,722,645
"TX",48,"Orange County",5946,81,83909,41505,42404,68273,6928,946,5946,240,78,53667,15220,9661,4547,2844,5346,1475,37.7,12318,15166,15005,11329,15454,16949,2349,36743,68417,605,625
"TX",48,"Maverick County",8320,223,57471,28522,28949,1521,129,253,54767,666,64,37734,9836,4338,1472,770,3768,815,29.6,11029,10785,7294,10585,10355,8713,3114,21113,39850,278,395
"TX",48,"Titus County",3137,60,32664,16055,16609,15121,2970,253,13749,75,13,46980,5643,3363,1077,592,2754,483,34,5644,5713,5070,5415,6008,5601,935,14307,27018,240,83
"TX",48,"Anderson County",5575,75,57747,35292,22455,34468,12075,314,9981,160,11,42313,9357,4937,1499,774,3330,845,39.1,7028,18003,11065,5950,7753,9555,850,19102,35874,674,92
"TX",48,"Erath County",3470,42,41016,20118,20898,30923,673,314,8439,200,12,47013,7339,4006,1671,811,2761,1441,30,6570,7841,6100,6852,7604,7052,863,19076,34658,842,473
"TX",48,"Wise County",5384,84,63247,31766,31481,49012,752,314,11859,239,8,59081,9057,7084,3641,1909,3378,961,38.5,9301,11437,12184,8841,11132,12311,1758,27736,50324,1552,268
"TX",48,"Chambers County",3431,13,39283,19679,19604,26720,3154,506,8396,42,0,74368,4911,3302,2567,2540,1650,385,35.4,6609,7284,6398,6149,7593,6261,1168,16713,31650,347,150
"TX",48,"Nueces County",31926,517,358484,176836,181648,108703,12915,6823,225811,806,229,53317,60591,39294,17582,11390,39240,11645,35.1,53970,69354,57600,51608,69247,65779,10442,165116,308220,3736,2750
"TX",48,"Young County",1685,32,18166,8922,9244,14306,271,75,3283,94,0,46351,3701,2014,1000,351,967,250,41.5,2691,2744,3764,2595,2772,4246,391,8248,14912,494,49
"TX",48,"Hale County",5668,135,34527,17906,16621,11938,1522,83,20291,23,26,46012,6172,3653,1057,335,2896,788,33,5785,7212,5282,5640,5752,5640,971,14267,26202,446,177
"TX",48,"Houston County",1360,30,22849,12274,10575,14155,5694,87,2439,36,35,33552,5540,2071,543,174,1292,889,44.6,2628,4799,5228,2443,3242,5320,359,7642,14136,289,75
"TX",48,"Upshur County",2595,42,40506,20035,20471,32704,3611,91,3263,298,136,48796,7186,4206,1902,767,2112,508,40.7,5819,6707,8058,5340,6847,9066,1515,16720,30576,650,109
"TX",48,"Gaines County",1302,36,19889,10082,9807,11198,452,91,8066,28,31,58167,2456,1970,841,449,811,56,28.1,4016,3697,2515,3880,3593,2542,381,8134,15096,169,334
"TX",48,"Brewster County",945,8,9220,4464,4756,4768,13,99,4079,153,12,38906,2475,862,354,241,1373,187,43.1,889,1694,2182,1234,1611,2036,318,4151,7448,196,111
"TX",48,"Mason County",340,4,4122,2200,1922,2962,1,103,1001,12,0,40949,957,419,149,97,171,76,48.9,508,685,1157,389,556,1102,63,2173,3694,93,117
"TX",48,"Wilbarger County",1707,41,12972,6415,6557,7708,1034,119,3710,95,15,43913,2740,1771,453,191,1455,170,37.2,1861,2227,2447,1783,2291,2725,388,6329,11996,51,109
"TX",48,"Panola County",1228,49,23574,11635,11939,17311,3844,150,2017,12,0,49704,4549,2703,1124,656,1225,238,38.7,3267,4190,4574,3186,4098,5181,391,9855,18628,165,179
"TX",48,"Fayette County",1447,43,24963,12188,12775,17951,1489,182,5098,13,0,56941,4155,3034,1211,898,1197,194,47.2,3121,3501,6075,3017,3628,6607,182,11626,21540,355,221
"TX",48,"Brown County",3382,81,37787,18741,19046,27465,1369,238,8119,92,3,43062,7736,4087,1322,690,2756,485,41,5312,6362,7607,5052,6208,8562,684,15238,28732,347,231
"TX",48,"Hopkins County",2518,86,35929,17643,18286,26577,2390,254,5859,74,35,47832,6934,4013,1424,916,2547,847,39.6,5282,6019,6899,4942,6409,7569,967,15408,28284,530,296
"TX",48,"Kleberg County",1981,63,31540,16290,15250,6618,1098,632,22819,40,45,41700,6376,2773,1160,649,3285,1149,27.9,5786,6521,4351,4680,6161,4860,1466,13683,24572,250,934
"TX",48,"Nacogdoches County",3506,111,65411,31297,34114,39199,11221,1072,12372,172,17,41482,13744,6328,2492,1261,6627,2716,30.6,10416,11824,9885,10945,12631,11462,2670,28199,50725,776,1013
"TX",48,"Midland County",13334,202,159883,80338,79545,75630,9374,2913,69124,608,146,75815,17786,16725,10032,10502,14078,3216,31.8,26472,33479,21665,24696,31568,24955,2941,80471,151573,1929,671
"TX",48,"Potter County",15947,302,121230,62467,58763,54757,11301,6343,45560,328,89,41852,25154,12058,3824,2417,13076,4276,33.6,19463,26156,18098,18449,22303,19592,2337,52859,99156,1176,876
"TX",48,"Randall County",15104,208,130552,64149,66403,95851,3596,1906,26314,517,90,65564,18319,16531,8758,5510,11176,2655,35.6,19549,24940,21312,18516,25055,24799,2654,68640,127864,2013,884
"TX",48,"Galveston County",26898,251,321184,158564,162620,186380,40304,10650,76806,832,153,65702,46412,31984,18909,20150,28359,8350,37.6,47113,59968,55738,44551,61347,60383,10391,149076,270213,5410,2948
"TX",48,"Val Verde County",6331,158,48976,24836,24140,7811,534,269,39855,64,0,44609,8417,4081,1815,876,4205,815,31.7,8721,9633,7150,7908,8770,8173,1323,18667,35556,695,598
"TX",48,"Hunt County",4557,103,90322,44432,45890,65807,7044,1076,13837,716,51,49319,16072,9526,3806,2377,6161,2366,37.9,12835,16228,16744,12775,16170,18278,2690,38753,69992,1371,773
"TX",48,"Matagorda County",2602,72,36744,18249,18495,16503,3741,731,15230,160,0,44896,7467,3898,1738,708,3127,815,37.2,5556,6097,7058,5402,6256,7400,1093,16009,29450,332,349
"TX",48,"Walker County",7008,93,70818,41435,29383,40319,16198,859,12584,245,28,41456,12317,5965,2016,996,5423,2913,35.2,8404,21148,12553,8617,11448,9992,836,24044,43218,900,938
"TX",48,"Wichita County",13325,260,131778,68339,63439,87142,13018,2668,24423,773,477,45776,26169,14729,4930,2700,13020,4295,34.2,21003,27699,21134,17304,23593,24411,2788,55552,104546,2408,4607
"TX",48,"Calhoun County",1361,13,21821,10976,10845,9426,567,1079,10503,13,0,58788,3310,2591,1338,494,1449,342,37.7,3333,3833,4151,3157,3737,4220,651,9676,17978,299,87
"TX",48,"Lubbock County",45600,648,298042,147080,150962,162449,20465,6110,102770,1051,320,49078,55998,32546,12632,9099,31245,13212,30.7,47508,61658,40980,46345,59973,48433,7318,145154,270679,3626,2745
"TX",48,"Madison County",1162,21,13979,8649,5330,7794,2428,159,3134,17,0,44004,2325,993,600,256,673,170,35.2,1732,4802,2271,1314,1769,2455,138,4249,7440,138,304
"TX",48,"Jim Wells County",3417,70,41318,20134,21184,7556,214,231,33151,36,15,41103,7481,3726,1634,773,2394,780,34.5,6808,7238,6606,6605,7609,7494,919,16282,29902,506,410
"TX",48,"Navarro County",4798,71,48239,23726,24513,27631,6323,302,12647,153,25,45103,9503,5065,1763,995,3650,903,38.9,7542,8057,9035,6988,8394,9895,2116,20325,37054,855,190
"TX",48,"Cherokee County",3491,92,51594,26307,25287,31603,6991,302,11605,264,12,44294,9903,4952,1916,1114,3083,847,38,8017,9479,9776,7295,8607,10209,1325,20526,38298,546,403
"TX",48,"Hood County",5050,85,55418,27199,28219,46999,384,446,6641,482,0,60275,9245,6485,3273,2524,3539,1098,46.8,7088,8135,13040,6665,8191,14747,712,22905,42485,1015,123
"TX",48,"Kerr County",3020,61,50761,24563,26198,35478,719,494,13263,101,10,48698,10490,6581,2105,1404,4114,901,47.8,6232,7046,12351,5592,7608,14326,1374,21475,38928,953,390
"TX",48,"Bowie County",4876,139,93635,47173,46462,60361,22371,892,6932,792,30,46283,17777,9703,3256,2435,7725,2625,38.2,13072,19032,16569,12541,16484,19121,2876,36668,68636,913,320
"TX",48,"San Patricio County",3450,111,66867,33592,33275,26351,992,669,38004,115,10,53332,10916,7287,3074,1969,5666,1206,35.1,11035,12315,11297,10068,12057,11970,1482,28869,53682,908,426
"TX",48,"Coryell County",4312,45,75818,37921,37897,45085,10391,1338,13459,456,25,50865,10959,7886,2635,944,7275,1380,31.2,11576,18626,8264,10203,18208,10235,2568,23306,53322,1408,2260
"TX",48,"Tom Green County",11547,204,116906,57848,59058,63505,4682,1338,45407,215,137,49662,21675,13279,4820,3307,11588,2915,34,17408,23102,18837,16795,21934,22320,2114,53414,100395,2036,2268
"TX",48,"Medina County",3253,62,48548,25073,23475,21624,1140,303,24884,163,0,59305,6556,4517,2543,1538,2047,272,38.8,7229,9244,9404,6513,7939,9716,1176,20958,38461,617,386
"TX",48,"Waller County",2659,27,48443,24209,24234,20853,12041,351,14230,36,66,53506,6953,4282,1944,1519,3044,1193,28.8,8542,9004,7125,8967,8279,7314,1836,21837,38502,941,824
"TX",48,"Webb County",34690,513,269624,131657,137967,9382,736,1343,257482,154,175,40442,42455,18346,7535,4043,15818,6546,28.4,53830,51032,28761,52437,52720,35079,6156,102713,190495,2690,1699
"TX",48,"Bexar County",152231,2040,1892004,932577,959427,537451,133212,49745,1130949,2866,2844,53999,289607,195191,83763,59328,185966,56912,33.3,296513,392998,262676,282748,389002,308409,56840,867502,1613834,36333,14830
"TX",48,"Fort Bend County",44067,439,711421,349697,361724,244432,143866,136748,171949,1351,1091,93645,55133,62635,45866,58697,34855,9820,35.8,115632,136713,104693,110762,144734,111675,19073,339159,621715,16369,1709
"TX",48,"Dallas County",234625,2453,2552213,1257751,1294462,771258,563220,152045,1011374,4450,4485,53626,420423,271474,110728,103554,332241,95830,33.3,400060,538053,342619,382841,543789,392545,78641,1252101,2266027,52387,18491
"TX",48,"Collin County",64721,483,914075,448915,465160,540387,84259,123495,137871,2858,2377,90124,83786,94461,67211,78447,86808,20174,36.5,141496,186343,130038,135506,194385,143653,21074,474671,836451,39929,3796
"TX",48,"Brazos County",16634,162,214231,108478,105753,121439,21819,12857,53696,238,214,43907,42106,19996,8717,6661,24768,14905,25.8,36652,50725,22954,34701,47191,25547,5095,103649,184866,3415,2511
"TX",48,"El Paso County",107552,1940,834825,409199,425626,103880,25333,8801,686173,2344,419,43244,148982,74071,25925,14222,73181,19775,31.9,139714,167493,109200,134656,164411,136600,25629,341350,647479,12184,6964
"TX",48,"Denton County",46272,439,781321,384390,396931,475452,70796,60788,149286,2289,1602,80290,81985,83775,54187,55217,73940,19547,34.9,119052,166643,105803,115245,171870,116286,19739,419189,741492,29032,5486
"TX",48,"Montgomery County",33006,326,535187,265034,270153,363190,23915,14823,122934,746,673,74323,62643,55318,31323,37577,39935,9721,36.7,82971,101441,87673,78904,102412,94353,12775,249640,453600,13394,2304
"TX",48,"Brazoria County",26046,277,345995,175156,170839,169835,44790,21494,102715,1054,443,76426,37815,36759,22883,19631,24002,5848,35.6,54288,71200,53176,50593,68260,55692,8439,162270,306260,4545,1351
"TX",48,"Harris County",286356,3825,4525519,2251060,2274459,1386576,838285,307109,1910535,8078,9681,57791,680347,452938,214604,214924,510028,158668,33.1,716309,972577,604775,685520,958079,670145,149192,2180392,3975632,79181,32750
"TX",48,"Travis County",61468,626,1176584,593319,583265,580292,92653,74442,398398,1875,2250,68350,163905,135787,71493,76376,156595,47652,33.6,160894,290335,152380,154487,273210,164530,30087,645807,1109572,53160,12246
"TX",48,"Williamson County",29796,269,508313,250106,258207,309652,30364,30611,122387,962,896,79123,48936,57453,34954,28708,41977,8828,35.8,78195,106067,71033,75188,107228,80809,12800,254840,452730,19326,2159
"TX",48,"Motley County",79,7,1114,575,539,852,39,0,182,0,11,40598,286,122,35,26,73,6,37.6,155,207,234,158,140,291,45,513,912,31,20
"TX",48,"Borden County",18,0,602,309,293,556,0,0,46,0,0,77708,65,93,77,13,32,0,42.1,103,94,116,68,97,144,4,255,432,9,28
"TX",48,"Kent County",68,1,680,311,369,524,5,0,147,4,0,52250,133,87,37,18,21,21,46.7,74,104,148,92,102,181,5,304,490,5,45
"TX",48,"Roberts County",49,1,889,404,485,805,0,4,66,0,0,79167,81,147,48,50,45,2,37.8,117,143,164,168,152,193,10,409,720,25,9
"TX",48,"Terrell County",73,1,721,357,364,239,23,0,406,5,0,26063,245,54,42,2,30,17,47.3,101,109,167,59,104,257,19,260,460,26,4
"TX",48,"Coke County",417,10,3238,1609,1629,2490,21,5,682,20,0,42500,945,443,137,49,233,93,49.1,420,445,795,345,444,925,66,1462,2536,61,72
"UT",49,"Piute County",92,2,1860,966,894,1781,3,0,67,2,1,41750,287,172,39,18,43,6,40.6,272,273,462,188,278,454,12,636,1146,11,38
"UT",49,"Daggett County",33,0,702,425,277,666,1,0,23,6,0,85000,61,51,45,11,6,0,47.3,62,132,245,119,48,118,3,293,280,23,120
"UT",49,"Rich County",90,0,2307,1114,1193,2050,2,0,206,0,46,52917,283,199,47,72,73,13,34.3,467,277,421,401,404,415,12,671,1080,63,42
"UT",49,"Garfield County",383,8,5020,2633,2387,4495,1,8,282,137,0,51700,861,631,164,100,250,48,41.2,748,832,1184,652,720,1077,107,2212,3672,158,123
"UT",49,"Juab County",1011,10,10694,5491,5203,9883,24,13,487,91,32,57590,1329,1385,352,221,448,41,30.7,2277,1858,1464,1942,1868,1510,138,4602,7900,306,182
"UT",49,"Beaver County",491,3,6414,3296,3118,5687,0,16,700,6,0,47878,1221,703,323,66,475,65,33.3,1262,1034,1056,1017,1090,1094,131,2653,4860,89,69
"UT",49,"Wayne County",94,0,2700,1403,1297,2479,4,25,145,5,0,42444,563,258,146,23,129,47,40.4,446,416,589,378,376,588,23,1215,2112,68,67
"UT",49,"Kane County",383,3,7246,3656,3590,6648,9,31,327,95,0,50266,1252,824,287,151,383,47,42.2,1135,1019,1676,888,1075,1740,131,3152,5340,169,183
"UT",49,"Morgan County",1025,7,11014,5617,5397,10498,39,64,290,4,0,86071,774,1068,828,566,355,60,32.4,2246,1853,1621,2014,1876,1637,164,4701,8700,179,54
"UT",49,"San Juan County",1672,35,15193,7654,7539,6688,26,76,809,7255,19,42581,2308,1055,467,189,584,72,31.6,2871,2655,2332,2649,2441,2622,480,5247,8733,473,207
"UT",49,"Wasatch County",3771,16,29306,14903,14403,24496,26,352,3960,34,1,74552,2796,3213,1692,1339,2013,547,33.3,5470,5622,4171,5192,5423,3969,354,14397,25664,945,214
"UT",49,"Tooele County",5547,17,63357,31942,31415,52863,310,482,7622,494,122,66542,6561,7964,3716,1321,3342,522,31.1,12251,12378,7828,11800,12370,7799,1979,28406,51626,1269,450
"UT",49,"Utah County",79680,253,576496,290874,285622,478514,2995,8400,65539,2335,893,67042,54900,56193,27321,17250,37909,10325,24.5,118573,123543,52752,115369,117041,57394,11556,257679,438010,16856,10349
"UT",49,"Summit County",4196,6,39731,20499,19232,33700,265,654,4522,94,35,94952,3463,4254,2571,4493,2841,616,38.8,6299,7490,7238,5255,7514,6833,511,21711,34685,2966,469
"UT",49,"Grand County",542,1,9544,4823,4721,8407,23,37,955,109,0,46658,2102,1041,520,210,703,319,39.8,1160,1820,2111,1221,1690,1876,334,4859,7314,477,217
"UT",49,"Sevier County",1679,7,20961,10756,10205,19298,83,45,1039,318,0,50850,3527,2531,844,269,1229,253,34.9,3819,3646,3503,3273,3394,3872,431,8634,15422,490,157
