"state","state_fips_code","county_name","confirmed_cases","deaths","total_pop","male_pop","female_pop","white_pop","black_pop","asian_pop","hispanic_pop","amerindian_pop","other_race_pop","median_income","income_less_50K","income_50K_100K","income_100K_150K","income_150K_more","rent_under_50_percent","rent_over_50_percent","median_age","male_0_20","male_21_49","male_50_above","female_0_20","female_21_49","female_50_above","unemployed_pop","employed_pop","commute","worked_at_home","walked_to_work"
"UT",49,"Emery County",636,7,10410,5306,5104,9513,13,63,647,73,0,51852,1662,1252,530,120,438,74,35,1945,1602,1921,1674,1666,1929,185,4030,7040,264,65
"UT",49,"Carbon County",1208,7,20512,10088,10424,17079,136,82,2708,171,3,46994,4141,2532,835,333,1531,377,36.4,3187,3424,3782,3181,3595,3938,506,8906,16024,286,295
"UT",49,"Duchesne County",1064,8,20259,10320,9939,17292,28,94,1644,813,0,63000,2599,2624,1083,344,1135,302,30.3,3927,3755,2844,3794,3536,2783,535,8026,14012,521,190
"UT",49,"Washington County",17502,151,155577,77178,78399,132089,979,1057,15655,1558,270,55175,23405,18728,6080,4172,10826,3313,35.9,25620,25447,28658,24041,25199,32186,3478,62920,111058,3741,1243
"UT",49,"Box Elder County",4312,29,52182,26423,25759,45542,255,393,4761,542,3,58835,7082,6578,2492,883,3230,533,32.3,9893,9204,7817,8976,9051,8500,1299,22319,41120,883,337
"UT",49,"Davis County",29894,108,334977,168534,166443,282951,4145,6079,30912,1103,237,75961,28282,39284,20694,13162,18085,3777,30.6,64407,65822,41169,59250,65511,44639,5399,155828,283844,8641,2223
"UT",49,"Millard County",1265,5,12651,6462,6189,10534,39,103,1643,129,18,59312,1791,1514,672,258,671,104,35.5,2230,2037,2378,2128,1862,2389,165,5546,9838,295,101
"UT",49,"Sanpete County",3061,14,28892,15311,13581,24863,268,119,2757,292,14,50928,4088,3046,949,283,1632,335,31.7,5007,6184,4429,4823,4787,4348,793,10784,18374,762,599
"UT",49,"Uintah County",1548,16,36343,18454,17889,29768,165,182,2998,2678,0,67012,3983,4004,1826,803,1739,509,30.1,7064,7201,4479,6555,6790,4850,1076,15087,27591,563,331
"UT",49,"Cache County",12925,22,120288,60247,60041,100797,840,2531,12656,468,465,53812,17192,12629,4690,2318,9848,2901,25,22624,25739,12779,22930,24346,13703,2150,56905,99038,2907,2250
"UT",49,"Weber County",23592,123,244101,122542,121559,187247,2448,2804,43633,1368,169,62036,31821,31099,12301,6077,17114,4243,32.3,40888,49528,34682,39252,47763,37023,5771,115146,211036,5282,1450
"UT",49,"Iron County",4119,20,48504,24108,24396,41863,244,271,4102,1196,30,45422,8287,5118,1404,766,4043,1167,29.1,8064,9869,6692,8878,8952,7137,1384,20960,37258,726,945
"UT",49,"Salt Lake County",123304,626,1106700,555589,551111,797514,18343,42613,198222,6834,2304,67922,127577,127086,61450,46945,91230,23947,32.4,179719,240862,145177,171805,230811,159086,25207,564689,1000694,30997,12421
"VA",51,"King and Queen County",225,2,7052,3524,3528,4658,1820,0,225,43,0,51495,1378,931,355,147,375,138,45.1,811,1226,1587,794,1091,1819,145,3157,5596,177,13
"VA",51,"Floyd County",633,18,15594,7842,7752,14607,390,0,440,26,0,48396,3328,2018,855,233,789,136,46,1953,2555,3567,1676,2511,3863,420,7210,12933,469,109
"VA",51,"Middlesex County",356,14,10710,5279,5431,8318,1977,0,55,41,25,50483,2244,1346,587,345,623,128,53.5,1048,1498,2977,957,1351,3370,295,4385,7472,405,73
"VA",51,"Craig County",189,2,5131,2525,2606,5102,7,0,1,0,0,53526,1133,715,477,19,514,79,47.5,621,904,1106,471,855,1353,94,2219,3968,80,2
"VA",51,"Dickenson County",785,11,15181,7720,7461,14852,125,0,125,0,0,29916,4307,1244,380,165,723,468,43.9,1739,2857,3447,1660,2478,3647,271,4577,8654,70,79
"VA",51,"Bland County",584,7,6524,3617,2907,6151,312,3,33,0,0,46927,1415,762,311,73,250,112,45.3,654,1535,1528,571,947,1508,186,2578,4778,70,19
"VA",51,"Galax city",932,38,6788,3304,3484,5184,490,6,997,4,26,31311,1881,681,195,80,705,275,46.6,810,1193,1436,815,1113,1712,169,2901,5450,69,33
"VA",51,"Bristol city",1129,20,17077,7974,9103,15005,1319,6,93,0,178,37844,4593,1927,623,275,2091,670,42.3,1991,3034,3157,2199,2959,4299,595,7139,12930,201,256
"VA",51,"Greensville County",1140,17,11606,7238,4368,4305,6679,7,456,13,0,42121,2131,1170,253,95,618,158,41.1,1292,3800,2347,1006,1442,2104,243,4012,7410,35,14
"VA",51,"Northumberland County",529,11,12254,6051,6203,8568,3491,9,59,32,0,56677,2494,1985,769,526,441,194,56.5,1170,1404,3836,896,1547,4122,403,4733,8490,222,42
"VA",51,"Alleghany County",1014,28,15489,7586,7903,14230,846,9,221,1,11,46020,3617,2130,768,351,952,368,46.9,1840,2395,3726,1745,2406,4130,285,6225,11674,169,43
"VA",51,"Emporia city",514,30,5495,2488,3007,1623,3531,11,311,4,1,27426,1432,443,166,78,753,396,35.9,720,966,838,840,1042,1227,485,1893,3386,54,79
"VA",51,"Bath County",232,0,4458,2311,2147,3802,119,12,252,0,0,44483,1078,391,307,71,357,16,47.3,658,580,1113,449,748,972,207,2073,3586,128,101
"VA",51,"Charlotte County",527,10,12176,5991,6185,8213,3609,13,250,15,0,38350,2914,1214,225,140,708,278,45.2,1662,1888,2679,1453,1895,2986,358,4929,8402,327,130
"VA",51,"Amelia County",553,7,12802,6644,6158,9265,3037,15,142,44,42,58535,1925,1617,931,226,492,172,46.5,1932,2103,2766,1335,1816,3259,208,6166,11430,166,97
"VA",51,"Mecklenburg County",1590,43,30959,14944,16015,18623,11040,21,829,81,13,41126,6992,3301,1071,421,2059,545,47.9,3431,4781,7320,3322,4715,8630,671,12739,22870,512,199
"VA",51,"Essex County",482,3,11083,4899,6184,6083,4192,21,378,109,10,50629,2192,1565,494,219,922,179,44.8,1103,1571,2419,1670,1865,2882,310,5272,9374,189,164
"VA",51,"Lee County",1930,33,24428,12792,11636,22681,1069,21,492,78,26,32590,6107,2356,596,219,1417,611,43.8,2778,5120,5481,2563,3836,5743,975,7559,13908,150,123
"VA",51,"Southampton County",1595,45,18089,9414,8675,10986,5985,22,271,65,38,53681,3161,2157,890,456,1135,296,45.8,2172,3075,4547,2047,2826,4049,354,7887,14412,276,51
"VA",51,"Carroll County",1861,53,29767,14993,14774,28289,64,23,912,41,10,41145,7526,3672,997,322,1714,367,47,3813,4762,7006,3151,4492,7773,517,13125,24476,531,131
"VA",51,"Franklin city",772,19,8334,3663,4671,3112,4907,24,59,0,0,38760,2036,948,187,299,1301,340,38.7,1038,1312,1424,1246,1388,2184,605,3488,6530,116,56
"VA",51,"Surry County",294,5,6670,3213,3457,3474,3043,25,55,1,9,54656,1233,980,465,95,341,98,49.3,656,1036,1609,758,1057,1783,258,3099,5559,139,25
"VA",51,"Matthews County",387,4,8830,4229,4601,7573,927,26,60,0,0,63622,1469,1311,476,510,346,107,52.6,728,1366,2303,784,1208,2797,57,4151,7322,218,27
"VA",51,"Appomattox County",1088,7,15462,7507,7955,11862,3103,27,196,12,0,54875,2710,2171,780,287,694,257,43.5,1902,2624,3295,1933,2622,3670,253,6890,12326,346,121
"VA",51,"Russell County",1858,21,27725,13563,14162,26845,261,29,352,13,0,40083,6609,3297,951,245,1159,560,44.8,3109,4840,6031,3079,4781,6721,739,10120,18888,349,139
"VA",51,"Martinsville city",1263,29,13256,6010,7246,6042,6198,31,670,36,61,33545,3618,1362,432,328,1811,516,41.5,1783,1991,2413,1744,2357,3530,484,5359,9784,166,71
"VA",51,"Giles County",849,6,16867,8273,8594,16039,402,34,271,32,0,49734,3567,2649,638,234,1334,224,44.4,1968,2935,3705,1936,2984,3972,382,7545,14334,135,74
"VA",51,"Nottoway County",1518,25,15537,8415,7122,8484,6142,44,633,13,0,38410,3560,1362,556,155,1471,548,41.3,2059,3459,3132,1841,2118,3462,341,5577,10296,172,61
"VA",51,"Patrick County",939,28,17958,8867,9091,16144,994,50,502,45,67,37757,4731,2234,502,246,1062,352,49.2,1921,2876,4475,1766,2716,4973,522,7383,13920,146,77
"VA",51,"Buckingham County",1648,14,17048,9465,7583,10420,5855,56,401,52,0,46610,2986,2021,566,132,691,377,42.7,1904,4154,3765,1748,2475,3729,597,6543,12036,230,99
"VA",51,"Charles City County",307,9,7022,3437,3585,2915,3224,62,126,456,13,55069,1342,1007,360,190,260,94,49.8,671,1091,1845,648,1122,1958,221,3348,6078,104,94
"VA",51,"Scott County",1405,40,22290,11191,11099,21591,185,64,287,47,0,38725,5522,2497,694,263,889,434,46.3,2393,4000,5225,2332,3603,5670,561,8445,15926,175,54
"VA",51,"Powhatan County",1161,6,28364,15185,13179,23989,3135,76,574,80,19,80441,2618,3720,2042,1594,843,100,44.6,3611,5765,6575,3085,4296,6222,545,12939,22836,1001,111
"VA",51,"Rappahannock County",219,2,7359,3646,3713,6566,280,88,261,12,0,62541,1226,922,451,532,419,242,49.5,784,1081,1931,828,1032,2029,108,3580,6150,276,125
"VA",51,"Northampton County",573,32,11998,5737,6261,6485,4183,104,1008,19,0,41468,2986,1502,369,320,1230,307,48.4,1331,1779,2895,1403,1670,3420,226,4892,8698,314,150
"VA",51,"Halifax County",1756,47,35030,16505,18525,20959,12512,248,696,109,0,39233,8378,4067,1262,377,2157,759,45.9,4079,5384,7792,4354,5563,9441,749,14426,25578,438,161
"VA",51,"King George County",1007,10,25564,12839,12725,18864,4188,272,1188,50,23,84770,2370,2955,1964,1683,1686,266,37.1,3813,4997,4411,3723,4726,4550,651,12525,23701,493,68
"VA",51,"Augusta County",4410,42,74390,37695,36695,68003,2967,432,1886,159,72,59544,11767,10708,4123,2192,4230,1131,44.6,8951,13418,16832,8279,12256,17654,1498,34960,64106,1727,331
"VA",51,"Warren County",1729,36,38991,19445,19546,34156,1407,464,1622,62,0,65353,5320,4677,2558,1635,2267,605,40.6,5234,7179,7609,5188,6879,8052,1198,18753,33399,1132,292
"VA",51,"Hanover County",5235,83,103218,50653,52565,87131,9331,1537,2886,150,132,84955,10275,12152,8608,7173,5243,1232,42.6,14508,17278,20491,13325,17869,22775,1929,54324,96046,3688,875
"VA",51,"Falls Church city",243,6,13843,6801,7042,9968,625,1282,1474,0,0,114795,885,1386,901,2136,1514,468,39.7,2104,2559,2238,1726,2666,2865,338,7672,13139,500,182
"VA",51,"James City County",2825,36,73028,35265,37763,55458,9450,1795,3976,91,188,80772,8435,8592,6002,5381,4829,1863,45.9,8774,11402,16653,8767,11489,19144,1687,33064,60229,2086,389
"VA",51,"Roanoke city",6205,111,99572,47736,51836,59263,27865,2950,6012,193,200,41483,24656,12528,3073,2076,14543,5143,38.4,12861,19382,16965,12168,20027,20844,3322,47334,85428,1195,1513
"VA",51,"Lunenburg County",502,3,12369,6367,6002,7415,3806,401,529,17,0,39537,2739,1290,352,99,763,215,45.4,1169,2578,2790,1465,1769,2931,221,4694,8124,220,66
"VA",51,"Colonial Heights city",897,30,17582,8108,9474,13068,2312,675,971,87,34,50952,3482,2221,911,478,1770,724,40.1,2206,2972,3173,2247,3200,4393,863,7587,14146,169,149
"VA",51,"Clarke County",541,7,14331,7195,7136,12453,703,137,685,51,0,72129,1887,1653,1004,1024,711,436,46,1886,2296,3325,1592,2301,3419,243,7087,11990,502,268
"VA",51,"Poquoson city",489,7,12022,5864,6158,11095,124,153,287,9,0,88328,1257,1316,1173,837,740,121,42.2,1576,1975,2510,1467,2090,2904,291,5908,11174,311,19
"VA",51,"Waynesboro city",1662,19,21620,10438,11182,16649,2647,209,1547,163,0,42112,5163,2926,810,229,2630,835,40,3075,3810,3824,2573,4149,4961,461,9976,18668,231,142
"VA",51,"Greene County",736,4,19213,9387,9826,15995,1136,241,1092,34,97,62952,2753,2510,1378,619,909,210,39.6,2643,3413,3649,2561,3569,3913,622,9209,16878,433,39
"VA",51,"Hopewell city",1381,12,22353,10342,12011,10905,8940,290,1636,24,18,40712,5310,2620,738,455,3046,1177,36.5,3253,3750,3666,3269,4407,4625,1051,9503,17814,197,73
"VA",51,"Isle of Wight County",1911,34,36090,17651,18439,25551,8035,306,1013,92,0,67767,5181,4450,2921,1605,2231,521,44.4,4536,5890,7852,4203,6218,8764,1300,17338,33192,560,82
"VA",51,"Shenandoah County",2941,83,42854,20850,22004,37891,735,322,2970,59,0,53934,8167,5999,2003,1093,3810,993,44.2,5327,7103,9213,5043,7214,10727,1105,20182,37018,873,345
"VA",51,"Danville City",3167,63,41911,19129,22782,18316,20412,402,1625,40,9,34951,12339,4195,1314,669,6434,1709,40.6,5419,6660,7646,5242,7614,10824,1880,16814,30860,430,337
"VA",51,"Newport News City",8101,76,180775,87598,93177,79598,71872,5670,15615,394,636,51082,33647,22553,8060,4405,24882,8249,33.2,26369,37175,25984,25549,37669,32490,6626,81596,160593,1827,3679
"VA",51,"Charlottesville City",2586,35,46487,22336,24151,30526,8704,3348,2431,126,38,54739,8638,5014,2516,2240,6661,2785,30.9,5807,11092,5749,5957,11607,6969,922,24447,36784,1585,3037
"VA",51,"Henry County",3391,64,51956,25038,26918,36506,11283,339,2709,62,142,36779,14273,5848,1442,598,3995,1055,46.8,5975,8243,11684,5580,8498,14328,1975,20659,39144,460,51
"VA",51,"Westmoreland County",892,12,17596,8646,8950,11234,4683,73,1086,73,14,55688,3296,2203,1156,757,1150,360,47.6,2060,2781,4229,1764,2766,4845,606,7696,13494,699,75
"VA",51,"Covington city",526,4,5675,2876,2799,4626,736,85,116,0,0,35546,1609,598,119,73,322,179,44.2,777,990,1216,605,900,1377,130,2173,4200,55,41
"VA",51,"Brunswick County",936,7,16435,8557,7878,6752,8888,89,345,38,15,40871,3507,1828,552,161,763,390,43.4,1868,3470,3506,1848,2356,3977,527,6258,11326,139,110
"VA",51,"Lancaster County",476,3,10848,5013,5835,7401,3040,89,188,0,0,51495,2513,1519,548,501,881,232,56.3,816,1324,3254,1149,1199,3870,200,4384,7912,260,42
"VA",51,"Wise County",2526,74,39539,20612,18927,36259,2082,178,482,45,13,38255,9279,4225,996,604,2388,1131,40.3,5031,8517,7727,4655,6622,8118,1414,13321,24618,248,251
"VA",51,"Amherst County",2049,10,31819,15331,16488,24028,5587,178,720,76,0,49677,6083,4021,1479,527,1876,567,43.9,4039,5142,6736,3811,5419,7925,853,14506,26864,372,184
"VA",51,"Louisa County",1299,11,34813,17007,17806,26947,5262,202,921,125,210,56946,5746,4673,1895,1137,1813,485,44.5,4011,5841,8007,4132,5981,8276,1367,16325,29678,891,141
"VA",51,"Franklin County",3001,28,56277,27631,28646,49016,4456,226,1514,113,273,51208,11402,7512,2747,1542,3196,845,46,6841,8629,13364,6359,9134,14316,1459,25460,45277,1608,521
"VA",51,"Winchester city",2024,19,27516,13444,14072,18447,2676,553,4647,66,13,49330,5338,2921,1159,1102,4460,1080,37.6,3939,5204,4633,3694,5341,5429,600,13358,22212,868,884
"VA",51,"Spotsylvania County",6256,75,130159,63945,66214,90467,20106,3367,11706,328,434,81434,11777,14585,8760,8157,6856,2404,37.7,19668,24026,21783,18652,25079,23782,3724,64416,118551,2833,407
"VA",51,"Goochland County",888,7,22148,10897,11251,17186,3642,261,568,40,44,86652,2269,2352,1604,2032,623,222,48.4,2481,3440,5351,2261,3568,5940,368,10561,19334,579,59
"VA",51,"Hampton city",6094,57,136255,65820,70435,53475,66977,3243,7389,514,585,52021,25686,17677,6868,3324,16012,6012,35.8,18692,26004,23004,17428,27403,27483,5257,62042,122624,1560,1303
"VA",51,"Fauquier County",3143,30,68406,33858,34548,55319,5113,939,5141,185,50,94775,5875,6550,5208,6348,3560,956,41.6,9445,11912,13589,9118,11905,14437,1456,34893,61084,2487,515
"VA",51,"Gloucester County",1262,14,37035,18278,18757,31508,3020,195,1215,87,31,63881,5349,5482,2473,1442,2493,544,44.6,4260,6354,8253,4232,6410,8827,612,17770,33336,679,72
"VA",51,"New Kent County",902,7,20523,10309,10214,16326,2336,203,598,185,32,78429,2009,2768,1553,1225,831,304,44,2403,3867,4467,2447,3608,4455,551,10248,18810,558,84
"VA",51,"Pulaski County",1947,38,34330,17152,17178,31221,1600,243,555,10,58,49691,7338,4945,1575,719,2752,643,46.2,3737,6192,7811,3610,5532,8869,1138,15462,28834,400,229
"VA",51,"Prince Edward County",1448,19,22903,11379,11524,14184,7160,243,862,113,0,44147,4076,2214,589,402,1676,451,30.8,4056,3919,3828,3234,4350,4248,492,8898,14136,315,811
"VA",51,"Radford city",1726,9,17380,8526,8854,14480,1619,278,501,5,19,36082,3488,1275,569,171,1733,975,22.7,3056,3759,1884,3525,3304,2120,608,7455,12490,110,776
"VA",51,"Lexington city",740,14,7113,3982,3131,5677,621,310,343,0,0,37309,1165,515,140,115,446,199,21.6,1964,1347,779,1013,838,1437,97,2257,2414,124,778
"VA",51,"Albemarle County",3575,34,105105,50283,54822,81167,9987,5218,5991,202,170,72265,13693,12183,6595,7544,9956,3170,38.6,14538,18290,18952,14940,18685,22920,1672,50689,87254,3817,1702
"VA",51,"Frederick County",4955,38,83784,41634,42150,70803,3337,1177,6522,225,81,71037,9768,10944,6132,3651,5082,1140,40.5,11643,15157,16224,10933,15262,17060,1838,42721,78690,1939,375
"VA",51,"Manassas Park city",1041,8,16117,8482,7635,5800,2065,1689,6085,17,111,79131,1250,1647,1157,724,1069,442,34.1,2651,3934,2097,2169,3653,1976,528,8326,14955,406,10
"VA",51,"Alexandria City",8810,96,154710,74501,80209,80143,33557,9420,25900,100,371,93370,16966,19501,13811,18385,30807,7133,36.4,15691,39118,21067,15186,41740,24696,3853,95344,169906,4997,3327
"VA",51,"Rockingham County",5097,63,78653,38485,40168,70410,1534,589,5099,196,40,57651,13041,11065,4113,2284,5787,1383,41.8,10636,13445,15623,10391,13482,17903,1867,38878,68370,1892,1193
"VA",51,"Caroline County",1370,12,29889,14807,15082,19001,8411,279,1288,109,139,60925,4269,4043,1618,885,1578,260,40.2,4202,5452,5594,4038,5463,6017,890,13227,26588,420,591
"VA",51,"Petersburg city",2171,35,32037,14703,17334,4806,24223,343,1492,86,152,33939,8822,3042,981,417,4814,2396,38.3,3800,5832,5435,3857,6574,7370,1853,13348,24882,378,250
"VA",51,"Bedford County",4517,33,77319,38012,39307,68163,5397,1006,1582,114,39,59405,12658,10729,4724,2816,4033,845,45.9,9408,12086,17816,8973,12599,19314,1672,36735,67230,1556,364
"VA",51,"Suffolk City",5030,101,88057,42594,45463,43750,36310,1436,3527,117,141,68089,11808,11017,5990,3516,6915,2386,38.1,12807,16127,14704,11931,17656,17074,2956,41009,78718,1426,497
"VA",51,"Grayson County",972,26,15708,7875,7833,14267,590,37,480,41,0,32048,4501,1516,511,125,780,280,47.4,1581,2829,3718,1666,2368,4186,522,6509,11874,177,191
"VA",51,"Sussex County",863,14,11595,7552,4043,4415,6503,37,331,42,14,44608,1930,973,376,109,586,170,40.4,1029,4359,2389,813,1065,2339,157,2684,4844,80,39
"VA",51,"Nelson County",523,4,14863,7224,7639,12132,1873,61,581,33,4,53834,2938,2184,854,547,1153,230,49.7,1658,2114,3703,1573,2156,4311,274,7131,12482,489,94
"VA",51,"Smyth County",2249,63,31298,15386,15912,29513,718,156,622,0,0,40544,7690,3766,1023,350,2265,743,44.6,3718,5440,6742,3440,5389,7804,869,12817,23882,384,188
"VA",51,"King William County",627,5,16329,8108,8221,12438,2971,180,129,129,42,67423,1928,2554,1130,467,474,187,41.3,2453,2799,3099,2025,3041,3352,316,8284,15404,315,49
"VA",51,"Staunton city",2070,49,24273,11130,13143,19768,2683,204,692,50,45,46435,5589,3052,1303,533,3274,1018,42,2760,4104,4600,2784,4874,5946,482,11848,20962,402,538
"VA",51,"Pittsylvania County",3679,41,61970,30372,31598,45982,13045,236,1542,33,4,44356,15257,8055,2501,874,4322,1202,46.4,7055,10337,14140,7201,9756,16003,1997,27749,51562,1006,283
"VA",51,"Culpeper County",3520,30,49795,25057,24738,35424,6774,688,4826,166,147,69693,5768,6117,2873,2079,3276,994,38.8,7495,9204,8963,6870,8799,9587,1478,23377,41944,1014,371
"VA",51,"Chesapeake City",13055,115,235410,114935,120475,137401,68775,7554,13209,426,756,72214,27146,28017,16343,11525,16949,5987,36.6,33806,46141,37492,32196,46930,44163,6689,108589,213485,4168,1153
"VA",51,"Harrisonburg City",5080,55,53064,25414,27650,35728,3379,2118,9922,55,180,43009,9642,4649,1738,819,6871,3153,24.8,8489,12081,5133,10850,10949,6266,1465,26008,42666,786,2113
"VA",51,"Fairfax city",373,10,23580,11621,11959,13652,1145,3782,3985,15,44,106870,1857,2104,1818,2720,1702,638,39,2890,5002,4078,3029,4521,4798,546,12834,21850,900,561
"VA",51,"Chesterfield County",16897,193,335594,161644,173950,210795,75068,11562,27684,747,942,76969,36447,41973,23478,19009,22316,6254,38.8,48194,60732,57024,46250,65872,65509,10107,171886,316787,8152,1146
"VA",51,"York County",2099,13,67196,33024,34172,48357,8502,3531,4016,107,150,86781,6027,8015,5479,4812,5242,1294,39.6,9609,12076,12193,9213,12328,13625,2074,30172,60904,1379,694
"VA",51,"Norton city",223,2,4043,1694,2349,3637,155,149,35,3,0,26971,1242,419,83,42,565,295,37.2,410,611,754,564,956,926,252,1620,3178,0,0
"VA",51,"Richmond County",1164,6,8873,4978,3895,5406,2281,181,589,29,0,47341,1754,1029,391,76,559,210,44,864,2294,1906,839,1166,2165,221,3240,5462,359,32
"VA",51,"Tazewell County",2899,27,42689,21055,21634,40125,1279,213,392,90,0,40309,10420,4523,1598,789,2835,497,44.3,5014,7664,9010,4916,6913,10602,1382,16237,29666,585,177
"VA",51,"Accomack County",2176,31,32840,16079,16761,19815,9308,229,2901,109,50,42260,7612,3857,1385,674,2590,779,46,3993,5242,7465,3793,5005,8645,793,13837,25192,626,366
"VA",51,"Washington County",3765,66,54457,26857,27600,51925,765,314,806,25,136,44844,12089,6655,2424,1220,3577,1003,45.5,6256,9344,12254,5929,9057,13654,1646,23980,43598,1166,342
"VA",51,"Portsmouth City",5878,94,95536,46070,49466,36631,49817,1194,3891,368,415,48727,18742,11991,4368,1515,11290,4369,35.2,13694,18520,14981,12599,19190,19150,4486,41692,80752,909,1594
"VA",51,"Montgomery County",5894,54,97692,50448,47244,81970,4172,6317,2983,272,474,53424,16556,10801,4612,3608,9412,4958,28.2,16132,22385,13115,14672,18918,14750,2085,46955,81103,1878,2198
"VA",51,"Botetourt County",1684,18,33149,16421,16728,30837,999,283,521,115,56,64733,5073,4386,2386,1393,1320,357,47.2,3899,5263,7969,3798,5145,8445,642,16102,30062,597,136
